,Unnamed: 0,da0_area_max,da0_area_min,da0_slope_max,da0_slope_min,da0_peak_max,da0_peak_min,da1_area_max,da1_area_min,da1_slope_max,da1_slope_min,da1_peak_max,da1_peak_min,da2_area_max,da2_area_min,da2_slope_max,da2_slope_min,da2_peak_max,da2_peak_min,da3_area_max,da3_area_min,da3_slope_max,da3_slope_min,da3_peak_max,da3_peak_min,da4_area_max,da4_area_min,da4_slope_max,da4_slope_min,da4_peak_max,da4_peak_min,da5_area_max,da5_area_min,da5_slope_max,da5_slope_min,da5_peak_max,da5_peak_min,da6_area_max,da6_area_min,da6_slope_max,da6_slope_min,da6_peak_max,da6_peak_min,da7_area_max,da7_area_min,da7_slope_max,da7_slope_min,da7_peak_max,da7_peak_min,da8_area_max,da8_area_min,da8_slope_max,da8_slope_min,da8_peak_max,da8_peak_min,da9_area_max,da9_area_min,da9_slope_max,da9_slope_min,da9_peak_max,da9_peak_min,da10_area_max,da10_area_min,da10_slope_max,da10_slope_min,da10_peak_max,da10_peak_min,da11_area_max,da11_area_min,da11_slope_max,da11_slope_min,da11_peak_max,da11_peak_min,target
2863,2863,0.991897081,-0.106099696,0.038502769,-0.008456397,0.211153573,-0.081091528,0.70306369,-0.343186254,0.048209055,-0.012716193,0.229789261,-0.025233934,0.465308646,-0.304046743,0.033229525,-0.02410482,0.188912514,-0.017786524,0.131880686,-0.359196573,0.066279364,-0.047629681,0.198692824,-0.070178175,1.895800848,-1.265873761,0.124257251,-0.277555442,0.473657971,-0.379873933,0.407400484,-0.36420777,0.046511271,-0.016056131,0.21167104,-0.045697929,0.445137734,-0.600507835,0.019095694,-0.067145394,0.0,-0.304778723,0.482723029,-0.087978564,0.019479592,-0.009317959,0.103941691,-0.016030435,0.353333284,-0.260440956,0.033586236,-0.010179976,0.149285461,-0.031074218,0.62628042,-0.869890264,0.038399221,-0.010499688,0.152035469,-0.150962978,0.43106526,-0.976921338,0.075474475,-0.086608011,0.239087138,-0.142027051,0.732576782,-0.238013315,0.049076514,-0.053804862,0.061778926,-0.179278371,0
1366,1366,0.282956825,-1.766506812,0.052139579,-0.048683438,0.241689763,-0.231825324,1.077505231,-0.323052995,0.024062542,-0.015904031,0.144266218,-0.071766965,1.237346408,-0.917861094,0.017320097,-0.045401598,0.324415072,-0.034134883,0.675554311,-0.544535323,0.023909379,-0.016257826,0.106317428,-0.09252749,0.341739753,-0.730236947,0.06016404,-0.064797898,0.280164987,-0.158556862,1.553857111,-0.241032401,0.020987594,-0.024661117,0.161822051,-0.095019358,1.882843185,-2.038310598,0.0450207,-0.052103669,0.292504049,-0.302468347,0.864652332,-0.092532368,0.013337781,-0.010025666,0.148071339,-0.015743604,1.108493303,-0.086757956,0.020512791,-0.023525011,0.112446505,-0.095296112,2.508093018,-2.154702986,0.031736924,-0.055333199,0.393055341,-0.333844734,0.476849046,-1.909060252,0.028456202,-0.015019571,0.177994721,-0.155760479,0.428979465,-0.171262553,0.019009126,-0.017250129,0.042095677,-0.07689146,0
3038,3038,0.55706602,-0.249619576,0.038858865,-0.043738835,0.0,-0.392188897,0.889968253,-0.435108198,0.102846487,-0.074105958,0.547173684,0.0,0.123481411,-0.190557618,0.015323351,-0.007188585,0.051897686,-0.050058238,0.272372721,-0.075157835,0.009031471,-0.020970634,0.08893573,-0.025613121,0.627179481,-0.322715604,0.027184665,-0.04530772,0.0,-0.51664264,0.39962045,-0.213410843,0.024987754,-0.016275861,0.076486563,-0.110964482,0.092225152,-0.057492394,0.005455186,-0.00500359,0.022271258,-0.015598658,0.323758935,-0.498953899,0.013167393,-0.008977233,0.079267239,-0.070073512,0.893686197,-0.226303243,0.033888682,-0.061217534,0.0,-0.481505107,0.284844282,-1.11007196,0.043658608,-0.043203791,0.0,-0.339621809,0.30796263,-0.41781808,0.061771185,-0.046372644,0.0,-0.276922273,0.401635745,-0.430632242,0.049228394,-0.036272885,0.142463432,-0.047282855,0
1744,1744,0.131308025,-0.055256082,0.016555511,-0.004313278,0.019997543,-0.042662269,0.301864732,-0.094534925,0.009490454,0.0,0.037119306,-0.052707082,0.657556458,-0.373862391,0.0,-0.033838033,0.141461529,-0.1026681,2.544825145,-1.239341304,0.042379212,-0.038313281,0.136225015,-0.409819606,0.241319851,-0.064220865,0.01295325,-0.009933331,0.032903461,-0.022849954,0.311684547,-0.204877049,0.013093289,-0.000317337,0.037706265,-0.079014955,0.757896308,-1.515792616,0.0,-0.047438431,0.212452763,-0.291750656,0.650823409,-1.301646817,0.026878001,-0.040355399,0.204089878,-0.166727157,0.338787048,-0.677574097,0.022389413,-0.018809633,0.124821835,-0.067387516,0.638033379,-0.473167516,0.017387718,-0.026064392,0.158806556,-0.02780992,0.05786905,-0.115566562,0.008241419,-0.00436387,0.013980236,-0.02329284,0.102861777,-0.287509477,0.011823413,-0.004322294,0.034851532,-0.042701872,0
496,496,0.290441397,-0.128164473,0.073077472,-0.049815682,0.126779912,-0.065086925,0.243127787,-0.367457638,0.081104606,-0.061031387,0.170933685,-0.098536737,1.224331011,-0.605039902,0.12206429,-0.093266528,0.234312733,-0.145579488,0.022046859,-0.41032776,0.069585096,-0.054202722,0.155151764,-0.076031884,0.769361608,-0.097889801,0.046496446,-0.04625916,0.166544116,-0.085594361,0.326011923,-0.261333439,0.088134346,-0.069798914,0.186059277,-0.107328418,0.711563428,-1.782575285,0.056230665,-0.044668838,0.24347147,-0.210243411,0.9453694,-0.43019154,0.069064007,-0.069274288,0.255543639,-0.048559464,0.321297203,-0.642594405,0.068435508,-0.070252885,0.186436961,-0.099846808,0.901918276,-0.627057773,0.055391412,-0.051630922,0.18534065,-0.139511302,1.40078746,-0.444896385,0.048703509,-0.05743057,0.247966664,-0.092014624,0.510103051,-0.701251948,0.06577027,-0.059190603,0.205110166,-0.0593824,0
3231,3231,0.049867113,-0.295894521,0.014896855,-0.006891621,0.004627546,-0.072759855,0.514576224,-0.44540923,0.017282972,-0.000874409,0.07839412,-0.109962729,3.080306501,-0.566621366,0.115412245,-0.061744522,0.399895614,-0.215120293,1.179742692,-0.027818209,0.074698145,-0.044213136,0.0,-0.579994959,0.579721491,-0.576380404,0.097187822,-0.016843714,0.195803897,-0.260685223,0.94305616,-0.828165483,0.020985852,-0.107117229,0.364316463,-0.279852575,2.518685911,-0.530880752,0.014237995,-0.029984876,0.321334816,-0.147876063,2.085163827,-2.216630716,0.081439752,-0.054120478,0.335749693,-0.391811469,0.0,0.0,0.0,0.0,0.0,0.0,2.658634457,-0.837665816,0.04367796,-0.109841398,0.220169469,-0.423717115,0.736883715,-0.00926877,0.106954896,-0.111168065,0.182953583,-0.321612075,3.369643574,-0.217905011,0.038680499,-0.037666085,0.432078635,-0.102262888,0
2600,2600,2.492883718,-2.499774432,0.043698149,-0.073850562,0.532469081,-0.154937316,0.602795739,-0.886237392,0.094448663,-0.024203177,0.346021093,-0.05005429,1.351653012,-0.058876168,0.063389339,-0.028514891,0.295513162,-0.033849316,1.152889847,-0.771191351,0.056975002,0.0,0.110038257,-0.398530421,1.735868904,-1.155964383,0.029105224,-0.039593799,0.321042745,-0.109453118,0.635876827,-0.949632815,0.089543844,-0.029670021,0.361319852,-0.052870694,0.559062395,-0.844492923,0.013457771,-0.039928313,0.197027931,-0.122320706,1.340422365,-0.193180354,0.014369362,-0.020579843,0.068516124,-0.161608204,0.989155269,-0.405987078,0.014903876,-0.017285496,0.060749135,-0.153413119,0.616088627,-0.634819783,0.019469066,-0.016050295,0.057726997,-0.127759758,0.259652211,-1.507742215,0.094877116,-0.054081946,0.3495789,-0.011675195,0.882670239,-0.340270489,0.016750484,-0.015235387,0.06411928,-0.118737045,0
1405,1405,0.669037753,-0.131481377,0.04669636,-0.027182522,0.168661116,-0.018952012,0.138513112,-0.306376514,0.045738332,-0.034544936,0.076335457,-0.053720538,2.27172236,-0.22140974,0.031989891,-0.06142114,0.343850376,-0.126458187,0.137561249,-0.236585464,0.015696192,-0.008045501,0.0,-0.109312421,0.207677973,-1.71293062,0.048297693,-0.042160776,0.207611899,-0.149726993,0.104248555,-0.397631146,0.044901862,-0.039066549,0.088732955,-0.126165933,0.737183143,-0.6644304,0.028261036,-0.005699216,0.065547279,-0.18170167,3.817494912,-0.280856035,0.042630242,-0.040509048,0.543197423,-0.117531962,3.969302126,-0.418169388,0.042465046,-0.029957184,0.576112045,-0.078498947,1.881987015,-0.17006677,0.007482509,-0.041794962,0.243804583,-0.122898979,1.427223367,-1.491349921,0.006708031,-0.044567999,0.22015016,-0.269772609,1.532956568,-0.397006439,0.006881535,-0.041366502,0.240158899,-0.121553442,0
1890,1890,0.276663554,-0.553327107,0.031188792,-0.033710394,0.081442632,-0.080635166,0.325231756,-1.973256396,0.036075135,-0.058922499,0.281501907,-0.250800008,0.0,-1.81557668,0.027349031,-0.071424763,0.316350272,-0.220205773,0.601544429,-1.609295294,0.014256531,-0.053900667,0.204552901,-0.286781348,0.926480556,-2.039531883,0.032892032,-0.062608857,0.359288709,-0.136723494,0.262632574,-1.496164307,0.039692211,-0.060864987,0.30099889,-0.222729756,1.449722733,-0.977777993,0.063003299,-0.06256604,0.380276634,-0.067672113,0.521537876,-0.700949692,0.008591162,-0.120234527,0.123527009,-0.276901044,0.563869154,-0.278455815,0.034817783,-0.064266314,0.083037651,-0.097913751,0.820023745,-0.243103702,0.017697578,-0.042509544,0.175026836,-0.078348635,0.265700382,-0.204414596,0.016671605,-0.051065423,0.092994753,-0.098196283,0.88193359,-0.088232475,0.037559285,-0.05704961,0.136029246,-0.133182972,0
1415,1415,1.324609206,-2.348775672,0.163899022,-0.116538853,0.547999944,-0.251092244,0.118126255,-0.1903336,0.024898682,-0.095170512,0.041020587,-0.182582895,1.001518594,-0.807934642,0.031740308,-0.071017918,0.0,-0.487929962,1.122742847,-0.250289518,0.020591592,-0.016373956,0.186928684,-0.023443567,0.151432277,-0.810747978,0.069386861,-0.03033725,0.083426438,-0.143083442,0.754907313,-0.336524565,0.029218617,-0.089130387,0.0,-0.324059586,2.14877056,-0.706321763,0.103590033,-0.107109115,0.413407948,-0.130034897,0.0,-1.16209793,0.0,-0.094477365,0.267307369,-0.377295977,1.11e-16,-1.053694597,0.0,-0.095309653,0.260308484,-0.363986203,0.937574946,-0.230481354,0.0,-0.10320412,0.308650506,-0.307057946,0.365498074,-0.611564129,0.0,-0.107962264,0.308408409,-0.336030787,0.33130064,-0.66260128,0.0,-0.100994728,0.290576156,-0.33761768,0
2804,2804,0.114629715,-3.03081827,0.041542877,-0.001673542,0.037902825,-0.475045783,2.627892347,-0.379764756,0.067502473,-0.122531627,0.417283968,-0.236894401,0.096614755,-2.471847477,0.042501663,-0.00520896,0.036858802,-0.409678929,0.189643258,-2.573885782,0.040564324,-4.38e-05,0.037588296,-0.419735763,0.097671407,-3.073260879,0.042015331,-0.003169654,0.037761429,-0.481018726,0.108562998,-2.480944267,0.043845947,-0.009357215,0.040650277,-0.415608976,0.822151029,-0.088688783,0.032249785,-0.001947409,0.098822399,-0.0618387,0.56837618,-0.027814176,0.047506948,-0.0046517,0.135682414,-0.038703317,0.434040342,-0.154995523,0.03618292,-0.002418678,0.08683551,-0.039955884,0.601425437,-0.181767559,0.039413333,-0.004466327,0.100342386,-0.042380224,2.417930928,-0.531051184,0.112196575,-0.097558741,0.394468144,-0.192761847,0.089285479,-0.798913132,0.093717824,-0.069286432,0.09398879,-0.188097499,0
734,734,0.473147851,-2.19125607,0.047133087,-0.020477485,0.120187595,-0.352798067,0.252656327,-0.942338827,0.013741256,-0.014650094,0.054147034,-0.116007688,0.165251128,-0.279666754,0.013466079,-0.014760705,0.054596138,-0.041851386,0.32311287,-1.408330155,0.013039293,-0.016132533,0.059791467,-0.191974921,2.373183328,-0.385619102,0.007776442,-0.042712848,0.417639667,-0.072198664,0.196613377,-0.633097479,0.013754365,-0.01322374,0.05886542,-0.079464591,0.189900401,-3.602109846,0.027512754,-0.029013936,0.0244806,-0.506666837,0.141135709,-0.23286876,0.010045447,-0.009571014,0.031230625,-0.045256807,0.126810804,-0.116659813,0.016645498,-0.009156723,0.031866793,-0.026109192,0.13324755,-0.209155751,0.009092094,-0.005323549,0.021417858,-0.040926497,0.326018801,-0.086552471,0.013868205,-0.009285527,0.025100926,-0.045831204,0.257733767,-0.34700504,0.025168431,-0.015093761,0.001841625,-0.129104646,0
818,818,1.013059938,-1.023249316,0.041268714,-0.037785446,0.125295738,-0.296160073,0.377843609,-1.732323013,0.00567678,-0.049947701,0.053440595,-0.332366444,0.812210045,-2.243133975,0.00444181,-0.073981032,0.109503385,-0.411980205,0.441768975,-1.957692854,0.015325864,-0.041997415,0.104021818,-0.306447745,0.132963493,-2.668900586,0.08506756,-0.086809799,0.249011511,-0.294545521,1.04121743,-1.561555792,0.004778849,-0.059485207,0.096428897,-0.364039771,1.307214077,0.0,0.020143097,-0.026922541,0.203545178,-0.038956401,1.211642763,-2.967956815,0.020720748,-0.043641391,0.457502353,-0.193636935,1.00065725,-2.764112814,0.010511115,-0.021680896,0.338613643,-0.201570836,0.920535781,-1.901619511,0.002227673,-0.05683727,0.172901164,-0.306375961,0.966308259,-2.017862609,0.02857111,-0.051685669,0.19309287,-0.387742637,2.837321169,-0.07557251,0.007547533,-0.059464569,0.092769708,-0.418302141,0
2751,2751,0.500307729,-1.000615458,0.034672732,-0.07634274,0.165220221,-0.313775529,1.632731137,-0.208527459,0.058411351,-0.020043785,0.159977075,-0.188868322,1.993284839,-0.04923273,0.043442024,-0.020942226,0.089418564,-0.250099928,0.926641309,-0.886374017,0.067297727,-0.034724948,0.27145354,-0.229968683,1.156377996,0.0,0.035592626,-0.097130628,0.101245189,-0.37975439,1.877397542,-0.010782931,0.047592319,-0.020018404,0.112376835,-0.23102879,1.356072223,-0.912725804,0.037697419,-0.021470804,0.0,-0.360235749,2.597461688,-0.192190986,0.018308271,-0.034210597,0.102106463,-0.344088925,1.802303344,-0.170947441,0.034116857,-0.012484308,0.115857441,-0.237060506,1.811764337,-0.40142383,0.036490004,-0.014163086,0.070532609,-0.329680312,2.687399895,-1.343699947,0.022625122,-0.043201667,0.143925955,-0.413070162,0.035077441,-2.936525403,0.098217357,-0.107656994,0.391222326,-0.237112865,0
1650,1650,0.559517409,-0.377423476,0.013494219,-0.025996268,0.014152106,-0.139342325,2.499194265,-1.350552215,0.078103411,-0.031677979,0.407876377,-0.222976145,1.052429125,-1.379500626,0.096219643,-0.04824122,0.387220018,-0.074485175,0.036931326,-2.438027767,0.074544175,-0.07910516,0.204303726,-0.384505723,0.093829122,-2.637901241,0.053549835,-0.063838871,0.262895133,-0.182517853,2.353708157,-1.245554281,0.079024288,-0.033662159,0.362282724,-0.243333337,0.180856012,-1.75082257,0.100815051,-0.049357926,0.187124307,-0.390052048,0.177256431,-2.425824064,0.096370052,-0.052251023,0.261283083,-0.296563444,0.220809997,-0.522084921,0.012232274,-0.014403539,0.101282042,-0.032837992,0.290942743,-0.204255005,0.017721522,-0.018519728,0.047456693,-0.057479885,2.689857008,-1.718703078,0.07023102,-0.022815721,0.510274203,-0.146764136,1.031055435,-0.252542549,0.062540242,-0.066796212,0.270637635,-0.031385112,0
1273,1273,0.583087871,-0.290663112,0.025432596,-0.014149539,0.111190385,-0.063580794,0.62048425,-0.370699342,0.068063914,-0.063635668,0.297888554,0.0,0.144976763,-0.399007216,0.015867386,-0.01002043,0.060882175,-0.040053579,3.525306435,-0.646855899,0.081641042,-0.027396063,0.550726362,-0.090761044,0.383293679,-0.232773265,0.020774061,-0.012282431,0.085387104,-0.046957241,0.353236986,-0.794538278,0.027872634,-0.087174867,0.0,-0.424768035,1.41715111,-3.731355216,0.037511861,-0.044819836,0.241073578,-0.490718184,0.840261314,-0.329220443,0.011407385,-0.026128898,0.164620391,-0.034310934,0.0819959,-0.362216442,0.01813786,-0.016820105,0.069702814,-0.020556246,0.266247125,-0.295467927,0.052630985,-0.0293223,0.108443809,-0.025219302,0.253941331,-0.789136384,0.074702115,-0.054077474,0.27107149,0.0,0.723857648,-0.170684934,0.02193601,-0.062644941,0.219486206,-0.034756825,0
2778,2778,1.218957967,-0.147895019,0.036015953,-0.01466782,0.141721661,-0.10169594,0.412505971,-1.917635546,0.132947804,-0.064310605,0.468541116,-0.03159654,0.791978859,-1.00960592,0.109222874,-0.087858874,0.329099156,-0.0599311,0.43914079,-0.94882904,0.082968368,0.0,0.106442407,-0.531330036,0.43888621,-0.424818984,0.0,-0.018843709,0.149730603,-0.017202654,0.928890385,-0.886569018,0.123174653,-0.076902279,0.441643271,-0.045505001,0.810499217,-2.530459483,0.021829638,-0.014113868,0.200478392,-0.25255494,1.82754502,-1.158038456,0.061264777,-0.067521722,0.2912112,-0.192125388,1.97684021,-1.672104316,0.023534064,-0.02620247,0.518881346,-0.026707901,0.309652829,-2.803994894,0.100263517,-0.058354254,0.418560526,-0.072537279,0.309255986,-0.184167066,0.108330632,-0.047681289,0.103076849,-0.113584415,1.699815628,-0.199930177,0.107070381,-0.052271235,0.166083205,-0.140345654,0
2908,2908,0.232329636,-0.541976588,0.001248035,-0.021648712,0.126036684,-0.046414001,0.920074281,-0.263493501,0.007186254,-0.027063499,0.139272551,-0.126796444,1.039678575,-0.405349244,0.013728668,-0.016956114,0.146407343,-0.083368224,0.830694321,-0.221229836,0.0,-0.02439803,0.11841433,-0.083627282,0.541169042,-0.530698823,0.001215006,-0.029890685,0.213830035,0.0,1.322315565,-0.813987798,0.005364738,-0.031935319,0.24280868,-0.174261405,2.598174442,0.0,0.044770365,-0.009600409,0.466370028,-0.003437112,1.223922396,-0.169572503,0.051211577,-0.062931881,0.0,-0.286363904,0.685095036,-3.543669257,0.056072907,-0.061682313,0.123770569,-0.597414827,3.821153076,-3.213169259,0.084543803,-0.078950672,0.378228211,-0.584010582,0.667956789,-1.568030256,0.061768497,-0.068717081,0.135318964,-0.352700017,1.399927076,-0.445537311,0.036429715,-0.024652636,0.210381321,-0.088125659,0
974,974,1.353064934,-2.367775039,0.007049366,-0.058116354,0.35620482,-0.229173494,0.575257148,-0.342772913,0.01776976,-0.089202671,0.382570604,-0.121850295,0.511439214,-2.012371763,0.015084234,-0.092782232,0.407676846,-0.159603402,0.886381211,-8.24e-05,0.019062971,-0.078320693,0.314635316,-0.138269772,0.82767194,-1.034052923,0.009791763,-0.083503643,0.405368199,-0.123203639,0.546168343,-0.540868661,0.017017874,-0.095291075,0.423294196,-0.09959162,2.547104953,-0.92705998,0.01393005,-0.046073832,0.39740994,-0.14567236,0.9273391,-1.8546782,0.023188516,-0.066194922,0.428428404,-0.085230736,1.137743043,-1.850829825,0.025848929,-0.06171134,0.494453703,-0.11186338,3.608880304,-1.462562505,0.01528812,-0.059185315,0.33592934,-0.51289712,1.144632672,-0.26873774,0.023600787,-0.062667972,0.374048264,-0.044247354,0.203534726,-0.523890335,0.014080913,-0.070672032,0.347290745,-0.115877561,0
3861,3861,0.163742151,-1.066986735,0.00119348,-0.016286688,0.049863565,-0.152644404,0.427503724,-1.128029757,0.003903572,-0.013243427,0.16868097,-0.084567476,1.15395197,-2.105312642,0.043004349,-0.018956044,0.359103126,-0.130093811,0.520722299,-0.633300578,0.0,-0.05540533,0.088263164,-0.307260812,0.512007218,-2.584448292,0.027984798,-0.049431576,0.19084383,-0.390773897,0.871674512,-2.343137236,0.060430707,-0.074813252,0.291511965,-0.216191873,1.006864686,-1.435255163,0.021463728,-0.042802548,0.166720588,-0.27807801,0.422514455,-2.132539979,0.015789425,-0.021595088,0.150681868,-0.211601053,1.361528152,-1.340742802,0.065250384,-0.044364495,0.164088303,-0.228169516,1.06502488,-0.432928348,0.068858353,-0.06310524,0.265243544,-0.060246544,0.352207597,-0.566624122,0.0,-0.018798634,0.143470125,-0.04196497,0.486659577,-0.930720421,0.015557162,-0.066553757,0.200472239,-0.103882457,3
3716,3716,0.341770545,-0.110256894,0.003390622,-0.024160766,0.021960849,-0.109724569,0.043150216,-0.028482883,0.006494022,-0.005786773,0.011963448,-0.014000833,0.01431341,-0.06613741,0.007485982,-0.008591378,0.014554998,-0.01906169,1.244011535,-1.477248821,0.028059376,-0.038708659,0.283966062,-0.202964469,0.827470699,-1.417694724,0.090637123,-0.020046829,0.214695172,-0.368794516,0.016107551,-0.066533134,0.006962285,-0.00689693,0.01252326,-0.016029772,0.270220384,-0.011924988,0.028373618,0.0,0.017682736,-0.175810218,0.194666407,-0.92491102,0.039314201,-0.012110344,0.063744912,-0.211575473,0.124239175,-1.099185938,0.038821419,-0.009735177,0.078296622,-0.205153297,0.006882458,-1.994197393,0.055627733,0.0,0.201141621,-0.265577418,0.19694563,-0.037818658,0.010598409,0.0,0.007977428,-0.077486938,0.105831347,-0.097854438,0.033426847,-0.006359522,0.164565578,0.0,2
410,410,1.815563106,-0.099960351,0.047144749,-0.069062098,0.294472195,-0.069007115,3.374481971,-0.840546233,0.046745565,-0.009836108,0.625223617,-0.030968263,0.239103455,-0.426325474,0.063474366,-0.159619874,0.0,-0.48201678,1.44632006,-0.567177871,0.033406402,-0.099438503,0.0,-0.483957831,1.038012359,-0.194386884,0.050951009,-0.091641419,0.192622553,-0.134521561,0.992306009,-0.472149796,0.040483286,-0.072952859,0.140721599,-0.189196217,1.380431961,-1.069533703,0.05616726,-0.098088655,0.236599228,-0.384769262,0.632636135,-0.578016501,0.031641515,-0.129447448,0.0,-0.401356665,4.029978888,-0.327516571,0.027285765,-0.077528462,0.356751345,-0.284389197,1.574298154,-0.133254475,0.050522838,-0.090123641,0.272934488,-0.109102498,2.981812864,-0.679400516,0.017508318,-0.061900666,0.29438976,-0.223519478,2.353745967,-0.114704103,0.055152071,-0.061735145,0.362720202,-0.059720356,0
758,758,0.69235145,-0.399853534,0.022058893,-0.004925723,0.106352503,-0.080793831,0.663121769,-0.162117767,0.022055405,-0.006890407,0.101764623,-0.054733856,0.165185818,-0.506589305,0.064131395,-0.04870363,0.281421459,-0.066528386,0.159747958,-0.262936551,0.022876888,-0.005259594,0.034793132,-0.064170835,0.803916169,-0.895508317,0.019130014,-0.016033043,0.092959803,-0.171260174,0.438286704,-0.757418235,0.086645614,-0.039029326,0.352751774,-0.034978928,1.843853214,-0.048549053,0.001948126,-0.011932508,0.268376457,-0.008235025,0.053027127,-0.909842623,0.021174177,-0.015198641,0.129430173,-0.061274468,0.494033288,-3.255158787,0.038684902,-0.004164497,0.070183583,-0.493810473,0.564914021,-2.982214809,0.035860929,-0.008683085,0.061591654,-0.485364349,1.221490634,-0.287638502,0.076168163,-0.053018437,0.237244595,-0.072279379,0.0,-3.196223372,0.035634649,-0.005551004,0.0,-0.498467104,0
